matchId,team_name,player_name,location_x,location_y,shot_onTarget,shot_isGoal,shot_xg,shot_status
5233131,Pogoń Szczecin,Jean Carlos,70,65,FALSE,FALSE,0.009975,Forbi mål
5233131,Pogoń Szczecin,Jean Carlos,91,40,TRUE,TRUE,0.2911,Mål
5233131,Pogoń Szczecin,K. Grosicki,75,32,FALSE,FALSE,0.005768,Forbi mål
5233131,Pogoń Szczecin,K. Grosicki,89,35,TRUE,FALSE,0.1824,På mål
5233131,Pogoń Szczecin,P. Stolarski,71,34,TRUE,FALSE,0.009479,På mål
5233131,Pogoń Szczecin,P. Parzyszek,87,51,FALSE,FALSE,0.1296,Forbi mål
5233131,Wisła Kraków,M. Hanousek,75,41,TRUE,FALSE,0.04187,På mål
5233131,Wisła Kraków,D. Hugi,74,42,FALSE,FALSE,0.00912,Forbi mål
5233131,Pogoń Szczecin,K. Triantafyllopulos,90,60,FALSE,FALSE,0.07561,Forbi mål
5233131,Wisła Kraków,M. Škvarka,81,42,FALSE,FALSE,0.002676,Forbi mål
5233131,Pogoń Szczecin,R. Kurzawa,88,37,FALSE,FALSE,0.06569,Forbi mål
5233131,Pogoń Szczecin,D. Dąbrowski,80,29,FALSE,FALSE,0.005253,Forbi mål
5233131,Pogoń Szczecin,R. Kurzawa,90,29,FALSE,FALSE,0.03665,Forbi mål
5233131,Pogoń Szczecin,M. Kucharczyk,92,69,FALSE,FALSE,0.143,Forbi mål
5233131,Pogoń Szczecin,R. Kurzawa,74,52,FALSE,FALSE,0.03628,Forbi mål
5233131,Wisła Kraków,D. Szot,77,63,FALSE,FALSE,0.0508,Forbi mål
5233131,Wisła Kraków,M. Frydrych,94,44,TRUE,FALSE,0.2022,På mål
5233131,Wisła Kraków,M. Frydrych,97,42,FALSE,FALSE,0.5208,Forbi mål
5233131,Pogoń Szczecin,M. Żurawski,88,40,FALSE,FALSE,0.05828,Forbi mål
5233132,Śląsk Wrocław,M. Praszelik,87,34,FALSE,FALSE,0.005137,Forbi mål
5233132,Śląsk Wrocław,D. Štiglec,94,28,FALSE,FALSE,0.04183,Forbi mål
5233132,Śląsk Wrocław,M. Praszelik,94,46,TRUE,TRUE,0.2617,Mål
5233132,Wisła Płock,A. Kryvotsyuk,92,52,TRUE,TRUE,0.2379,Mål
5233132,Śląsk Wrocław,R. Pich,83,51,FALSE,FALSE,0.03273,Forbi mål
5233132,Śląsk Wrocław,R. Pich,87,41,FALSE,FALSE,0.14,Forbi mål
5233132,Śląsk Wrocław,Erik Expósito,93,57,FALSE,FALSE,0.2792,Forbi mål
5233132,Śląsk Wrocław,Erik Expósito,79,53,FALSE,FALSE,0.01955,Forbi mål
5233132,Wisła Płock,Jorginho,95,52,FALSE,FALSE,0.1264,Forbi mål
5233132,Wisła Płock,L. Sekulski,88,67,TRUE,FALSE,0.3949,På mål
5233132,Wisła Płock,Jorginho,83,45,FALSE,FALSE,0.03444,Forbi mål
5233132,Wisła Płock,R. Wolski,77,29,TRUE,FALSE,0.03807,På mål
5233132,Wisła Płock,P. Tomasik,83,42,FALSE,FALSE,0.005271,Forbi mål
5233132,Wisła Płock,F. Lesniak,88,62,FALSE,FALSE,0.1404,Forbi mål
5233132,Wisła Płock,R. Wolski,79,36,FALSE,FALSE,0.02086,Forbi mål
5233132,Wisła Płock,F. Lesniak,85,52,FALSE,FALSE,0.107,Forbi mål
5233132,Śląsk Wrocław,B. Pawłowski,69,49,FALSE,FALSE,0.003365,Forbi mål
5233132,Śląsk Wrocław,B. Pawłowski,80,65,FALSE,FALSE,0.05246,Forbi mål
5233132,Wisła Płock,R. Wolski,78,51,TRUE,FALSE,0.04409,På mål
5233132,Śląsk Wrocław,R. Pich,75,62,FALSE,FALSE,0.002724,Forbi mål
5233132,Wisła Płock,D. Furman,76,43,FALSE,FALSE,0.06384,Forbi mål
